sp,DE,GF,LL,LMA,Aarea,Rarea,LMAp,LMAs,LMAp_lo,LMAs_lo,LMAp_up,LMAs_up
Podocarpus nubigena,E,T,77.6247116628692,199.526231496888,7.94328234724282,0.831763771102671,46.848332934122986,81.94736091638381,5919.798645575643,231062824.75470042,11899466721953031e78,5212662605110084e119
Podocarpus saligna,E,T,26.0860792514197,167.891527994965,6.16595001861482,0.897164117362141,30.09998489433758,93.64130002402958,25.876045105137724,86479172.14693728,17855528035036888e71,1869971879269638e138
Podophyllum peltatum,U,H,3.01995172040202,30.9029543251359,6.45654229034656,0.831763771102671,44.734061878588804,78.88254691340111,87.40404503971423,1909128.7791929727,20801042598352058e91,22285977608426337e120
Pomaderris ferruginea,E,S,11.4815362149688,97.7237220955811,7.58577575029184,0.562341325190349,34.643361603496515,80.50320627834338,24.23615525709567,16025.817083267126,7637872073024051e92,16332636604127534e139
Populus deltoides,D,T,5.01187233627272,91.201083935591,14.7910838816821,1.25892541179417,84.734576592378275,39.21499008633727,690305.2081450082,453.4724898261472,7820121490950928e136,6147053040924754e78
Populus fremontii,U,T,3.01995172040202,120.226443461741,14.4543977074593,1.73780082874938,111.00633836511284,16.054827316298102,21999838.729957864,13.851392750378661,8760018212721805e160,7639040114502837e49
Populus tremuloides,D,T,5.01187233627272,83.1763771102671,12.0226443461741,1.86208713666287,69.0653363705384,56.304773552353616,62414.25326462584,22239.12877322859,12386332579861891e112,4814374436548083e96
Prosopis glandulosa,U,T,7.07945784384138,194.984459975805,17.7827941003892,1.51356124843621,104.89987599291925,20.419182140433342,38710545.83180534,27.003729513295585,8970872423376039e155,42068103093913835e57
Protium sp1,E,T,33.1131121482591,114.815362149688,4.07380277804113,0.691830970918937,25.03212714852311,101.20996129058928,29.330624396632853,17711931094.853226,7828356672534236e52,786882794547906e151
Protium sp2,E,T,34.6736850452532,123.026877081238,8.12830516164099,0.707945784384138,47.75569072379659,80.23632069695839,2613.10078011466,55006167.49356049,15834265383114755e75,1896698974096731e122
Prumnopitys andina,E,T,33.8844156139203,147.910838816821,5.62341325190349,0.602559586074358,27.471590912753197,96.98266542245027,32.244886252251035,343757060.45026886,29115736733958524e66,689465926743461e148
Psychrophila leptosepala,U,H,2.51188643150958,79.4328234724281,8.7096358995608,1.20226443461741,85.85122126225792,23.784131111010055,9.651444027026765,14.163202125156703,2846604263643558e151,12845068322631088e110
Pterocaulon pycnostachyum,U,H,5.12861383991365,81.2830516164099,7.76247116628692,1.25892541179417,47.552716256557915,72.29754207626956,36.388870340186074,13032.516062194376,5484631996785251e107,3945590989057618e123
Pultenea daphnoides,E,S,9.33254300796991,93.3254300796991,9.54992586021436,0.870963589956081,58.99127116505724,65.8698130075792,924.0643813317846,22410.703650690757,22603741803680714e102,7059894271565675e111
Pultenea flexilis,E,S,16.5958690743756,91.201083935591,10,1.14815362149688,56.03269780000464,73.07462726071148,40988.142269625925,18681659.303965922,9668287615398413e87,3449036399748751e110
Quercus coccinea,D,T,5.75439937337157,85.1138038202376,9.77237220955811,0.977237220955811,67.9517914221573,53.30399652616963,156.67932281779193,1791.24829155277,22784833333540777e116,13998561809809842e107
Quercus ellipsoidalis,U,T,6.02559586074358,104.71285480509,13.1825673855641,1.38038426460288,79.74552590160765,44.94012190444243,46107.594570593166,1396.883730416977,9710753160205198e122,1349639065135473e90
Quercus laevis,D,T,7.58577575029184,102.329299228075,6.76082975391982,0.645654229034656,14.865488613728605,93.49054280764224,3.242286668723921,456.8056807179015,9821947370523618e102,18351931582182925e150
Quercus virginia var geminata,U,T,10.9647819614319,158.489319246111,12.8824955169313,0.91201083935591,84.111641726653,37.13171568545445,1481.8933172393617,290.83198264721824,1620319399121497e135,1000247379641048e88
Regelia ciliata,E,S,19.0546071796325,154.881661891248,14.7910838816821,1.47910838816821,66.218028993575615,61.91364416966005,621679.5664417313,509399.1323193894,41110472016562876e100,5948396300006796e99
Rhododendron maximum,E,T,47.8630092322638,204.173794466953,6.91830970918936,0.776247116628692,38.57980282149448,86.27528944072071,214.66508872282046,135204797.52024513,2476899288237781e72,5940304654102868e134
Robinia pseudoacacia,D,T,4.57088189614875,38.0189396320561,9.33254300796991,1.20226443461741,59.05128239343466,69.92893133612668,54860.125183017655,9579126.496473705,1910544909667206e93,108983753057217e105
Rudbeckia serotina,U,H,1.54881661891248,70.7945784384138,20.4173794466953,1.23026877081238,118.72329591935244,11.607601600222722,3926048878823.007,7.549104384749672,5581308377321976e173,2919572714181302e22
Salix glauca,D,T,3.01995172040202,81.2830516164099,10.2329299228075,1.44543977074593,85.29115736688962,31.743849754331393,240.71297485505804,79.50942954001,18846313869580374e132,3053337855379631e101
Salix planifolia,U,T,3.01995172040202,81.2830516164099,12.3026877081238,1.99526231496888,82.48827106647914,40.70397874041426,15647.640986872297,532.6782229872867,23987418483866786e133,12470085304029473e87
Sanguinaria canadensis,U,H,3.98107170553497,30.9029543251359,7.94328234724282,2.04173794466953,54.510694362670826,75.71324827879955,94249.63306058873,60842948.64194577,26947719983092286e84,12567986875416498e114
Santalum acuminatum,E,T,17.3780082874938,309.029543251359,7.41310241300917,1.34896288259165,17.586093818500853,86.83587217543187,3.613629149247353,535.3764296597353,19840041541006187e103,12447268734590892e149
Saxegothaea conspicua,E,T,36.3078054770101,128.824955169313,5.75439937337157,0.616595001861482,34.664565020046666,90.48629253021365,77.31181005480173,351812115.28780776,11557032656936056e71,1903827497793144e134
Schizachyrium scoparium,U,G,1.69941645950975,56.9661770165117,16.1185959039243,0.873864476177872,115.49968297067045,12.987095805673881,80450517984.55714,9.332334876553164,5692104001206778e172,3763562020958927e33
Scholtzia involucrata,E,S,23.4422881531992,177.827941003892,14.7910838816821,1.77827941003892,64.25216479854839,65.67988067825897,886957.6077269183,1614298.110287272,24485970817015077e98,14437195432755895e97
Senna artemisioides 1lft,E,S,19.4984459975805,346.736850452532,12.8824955169313,5.62341325190349,63.44170244698542,65.30896306734597,79846.87344909593,458451.0857838555,9400420281501367e97,16040832178256122e101
Senna artemisioides 3lft,E,S,20.8929613085404,281.838293126445,14.1253754462275,3.46736850452532,65.36986318127198,63.76932157074792,428741.8946580638,465703.43789826427,7218676857161643e100,132666976969591e99
Silphium integrifolium,U,H,3.98107170553497,85.1138038202376,10,1.65958690743756,72.50337693864124,51.27395491016028,518.7904971131547,1716.7581400749712,1398691863412884e121,8538943220616637e96
Silphium terebinthinaceum,U,H,3.01995172040202,75.8577575029184,13.4896288259165,1.31825673855641,95.74408141856848,28.133927562884068,628031.4021024058,106.06273231504775,4043060061326766e137,50155401611797165e79
Solanum ferocissium,E,S,6.45654229034656,75.8577575029184,9.54992586021436,1.73780082874938,56.96985066942371,69.04705953216279,13320.55001740114,804573.2239091104,18383217517557688e96,38255575674427495e107
Solanum straminifolia,U,T,1.99526231496888,34.6736850452532,13.4896288259165,1.17489755493953,78.87441579634486,47.67240606543872,748427.6130068818,3689.861619617924,11684352971734999e119,311988325663952e86
Solidago rigida,U,H,2.50760701768545,105.407592786826,14.7910838816821,1.31778985136909,118.12529569724279,11.151205119056293,583790121.5708568,6.5378402702278775,588228085733461e172,9751350435623323e26
Sorghastrum nutans,U,G,1.97255345736346,75.226672993953,22.151588074173,0.990191424423945,117.98734800190478,11.800782751613959,6140815185058.65,8.254104432537913,7513920647737279e172,496394768196733e23
Spartothamnella puberula,E,S,9.54992586021436,93.3254300796991,13.1825673855641,3.71535229097173,60.56662562184907,67.50697791555982,657040.2989697101,13592639.852505336,10864222385810851e92,23043263084892778e100
Stirlingia latifolia,E,S,28.8403150312661,288.403150312661,16.5958690743756,2.08929613085404,68.62127073793147,59.30211346868359,1711572.470698413,526906.7453381431,8474987968619298e106,3503702149998235e94
Syncarpia glomulifera,E,T,22.9086765276777,147.910838816821,9.1201083935591,0.91201083935591,51.92483210559514,74.09521836052903,1817.0909883207971,1356645.182919406,8212062850732968e90,35011316494852934e118
Synoum glandulosum,E,T,11.7489755493953,91.201083935591,6.45654229034656,0.776247116628692,34.80219784941174,87.50268429942707,37.18521744210087,5005959.6887533255,31445647545443347e82,31117795902496856e138
Taxodium distichum,U,T,6.45654229034656,128.824955169313,8.31763771102671,1.20226443461741,53.55895949319236,61.33492359305592,9.343286824055532,276.5260118547537,10968904330585473e113,15475371861656532e129
Tsuga canadensis,E,T,60.2559586074358,123.026877081238,5.49540873857625,0.380189396320561,34.07232998328333,91.9353206671129,116.91518422737532,6199055563.577363,3019769291253534e64,5888926439724921e138
Urera caracasana,D,T,3.01995172040202,67.6082975391982,15.4881661891248,1.94984459975805,80.77986925702504,44.417415832239165,5419408.90198533,1697.240570670958,5159260054562438e124,28713784624612253e84
Vaccinium arboreum,U,S,10.9647819614319,125.892541179417,6.45654229034656,0.794328234724281,17.552919303673328,97.9807127379549,5.365707945836687,17306.510840942385,15013779284961919e80,4450100532744953e157
Vaccinium corymbosum,U,S,7.58577575029184,102.329299228075,6.16595001861482,1.28824955169313,27.447213874615514,91.0260797819149,12.568874214451176,451646.2916398456,3557227634789964e85,627719691150002e144
Vaccinium myrtillus,D,S,3.46736850452532,58.8843655355589,6.16595001861482,0.616595001861482,11.941223584313487,89.84267703193586,2.5471597143216247,201.62047641575978,18080904764476181e105,8534547978030177e160
Veratrum parviflorum,U,H,3.63078054770101,33.8844156139203,4.36515832240166,0.630957344480193,15.943630833432469,106.41615246144869,4.7478566813213305,409738332.94969565,26840565096435713e61,1914447785045667e160
Verticordia nitens,E,S,18.1970085860998,331.131121482591,21.3796208950223,1.99526231496888,87.60770716188262,38.223481875628565,62819210.924830906,793.5966722448322,5671033623052196e139,1934855445966651e74
Vismia japurensis,U,T,6.91830970918936,95.4992586021436,12.8824955169313,0.891250938133746,80.78934432849692,42.94685026916443,11789.975336272339,776.315455951641,7771196934338205e125,14909781215515735e87
Vismia lauriformis,U,T,4.46683592150963,87.0963589956081,13.8038426460288,0.954992586021436,93.8614958772866,28.508057932364636,84715.82302422244,85.10290120579556,5852426028138794e145,16828560759175526e74
Xanthorrhoea preissii,E,S,23.9883291901949,741.310241300918,18.1970085860998,2.34422881531992,110.39890029688843,16.851292410635878,502231212.36195636,15.273622974391444,11324846424908005e164,7185599767849948e43
Xylomelum pyriforme,E,T,40.7380277804113,151.356124843621,10.471285480509,0.645654229034656,54.606670313203104,73.73773002900273,10547.811132279701,4762248.2885161415,6015761129733723e90,27620165634739337e111
