"sp","site","strata","SLA_LEAF","SLA_DISC","LIFETIME","Amass","Rmass","Amax","N_PCT","P_PCT","LT","LAMTUF","MDRBTUF","VEINTUF","LMA_LEAF","LMA","LL","Aarea","Aarea_DISC","Rarea","Rarea_DISC","sp_site_strata","Narea","Parea","LD","SampleID","Run","BagNo","%NPE","%WS","%AS","Lig","%Ash","%NDF","ADF","site2","cell_mass","cell_area","cell_vol","site_strata","p_mid","LMAp","LMAs","p_rand","LMAp_rand","LMAs_rand","LL_rand","Aarea_rand","Rarea_rand","preLL","preLL_rand"
"OMPD","PNSL","CAN",108.0054018,141.2307836,335,167.6783862,10.96794855,15.525,2.036,0.13542,0.39,0.2815,2.2442,3.4617,92.5879616513773,70.8060930138463,11.013698630137,15.5249999912504,11.8726514096888,1.01549999974168,0.776597585202381,"OMPD_WET_CAN",0.188509089922204,0.0125382617668295,0.181554084650888,NA,4,75,54.81,17.06,14.73,12.71,0.7,45.19,28.13,"WET",15.42,10.9182995427351,0.0279956398531669,"WET_CAN",0.573685598223593,40.6204358285238,30.1856571853225,0.630305483169195,26.3391698394714,44.4669231743749,7.0027397260274,7.84833333325363,1.81499999972062,7.32189784882287,6.90445851032312
"PACK","PNM","CAN",135.0043643,148.8447656,372,201.8315246,3.812523247,14.95,3.511,0.1473,0.25,0.2661,2.4866,2.7562,74.0716794738465,67.1840891393765,12.2301369863014,14.949999997889,13.5598671398627,0.282399999938372,0.256140901672393,"PACK_DRY_CAN",0.260065666632675,0.0109107583864976,0.268736356557506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,"DRY_CAN",0.309459393791541,20.7907474975083,46.3933416418682,0.749418121980193,57.7763708409403,9.40771829843618,5.01369863013699,8.34750000369121,1.77999999964479,6.12001840077642,8.59231730956984
"PASV","PNM","CAN",206.5374823,227.3994664,61,130.2218826,24.34044229,6.305,3.416,0.19514,0.17,0.195,1.1095,1.6738,48.4173617720138,43.9754769802749,2.00547945205479,6.30500000047691,5.72656940060436,1.17850000004575,1.0703825596136,"PASV_DRY_CAN",0.165393707813199,0.00944816397619077,0.258679276354558,NA,4,76,62.98,16.34,10.75,9.78,0.16,37.02,20.68,"DRY",10.9,4.79332699084997,0.0281960411226469,"DRY_CAN",0.871183236696548,38.3106983709504,5.66477860932446,0.274085385600643,13.6675467891186,30.3079301911563,6.01643835616438,15.2749999956124,0.212000000063818,2.94077044891432,6.01391174216467
"PAUF","PNSL","CAN",177.2106667,205.0611042,599,98.30761733,6.016302133,5.5475,1.887,0.14086,0.22,0.3197,2.8324,3.7543,56.430011726828,48.7659521731962,19.6931506849315,5.54749999876841,4.79406456497565,0.33949999991733,0.293390702077376,"PAUF_WET_CAN",0.106483432128524,0.00794873145184099,0.221663418969074,NA,4,77,63.14,8.45,13.14,14.26,1.01,36.86,28.41,"WET",14.15,6.90038223250726,0.0313653737841239,"WET_CAN",0.225460008131044,10.9947719734869,37.7711801997093,0.710880910904383,48.5896266444927,0.176325528703494,2.00547945205479,12.8500000001722,0.514000000010985,11.3432615817423,7.042025633626
"PERA","PNSL","CAN",104.2205162,114.6056883,239,139.6554917,14.06976969,13.4,2.143,0.1026,0.295,0.376275,3.2306,2.920175,95.9503979121531,87.2557038689327,7.85753424657534,13.3999999992324,12.1857382274454,1.35000000028785,1.22766765757472,"PERA_WET_CAN",0.205621702725744,0.00984451082578691,0.295782047013331,NA,4,78,64.17,8.81,11.86,15.04,0.11,35.83,27.02,"WET",11.98,10.4532333234981,0.0354346892321971,"WET_CAN",0.70528540781021,61.5401746869671,25.7155291819656,0.476114051457365,11.8183766120529,75.4373272568798,5.68767123287671,12.8749999959519,1.14450000009243,8.2667339246927,3.49846934355574
"PERX","PNSL","CAN",93.8464221,111.4333353,421,98.79682086,5.213168747,10.5275,1.582,0.09691,0.30875,1.095075,4.10695,4.463366667,106.557072461903,89.7397531275365,13.841095890411,10.5274999993846,8.86600231376185,0.555499999930205,0.467828476367969,"PERX_WET_CAN",0.16857328863473,0.010326445892283,0.290655070858418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,"WET_CAN",0.390323641973358,35.0275472705301,54.7122058570064,0.406203204621687,32.1423164437243,57.5974366838122,12.9369863013699,13.6249999983494,0.730499999859388,13.3653758602308,11.1782238665241
"PHI?","PNM","CAN",245.6556886,251.9749969,90.5,270.6511549,4.028753293,11.0175,2.806,0.25852,0.27,0.1507,1.3104,2.1129,40.7073821778373,39.6864773212743,2.97534246575342,11.0174999993874,10.7411909209155,0.163999999998372,0.159887026195653,"PHI?_DRY_CAN",0.114224914391012,0.0105236724406145,0.146986953041756,NA,4,80,58.62,16.61,9.43,15.22,0.12,41.38,24.77,"DRY",9.55,3.79005858418169,0.0140372540154877,"DRY_CAN",0.345257215229794,13.7020426422236,25.9844346790507,0.193755432824229,37.4670706386243,2.21940668265005,24.5917808219178,10.862500001099,0.0506499999901305,4.05832920951166,29.0163165841521
"PHI?","PNM","UNDER",533.1162356,519.7538774,150,136.3889036,2.985450919,2.558333333,2.664,0.21634,NA,NA,NA,NA,18.7576354502605,19.2398757081403,4.93150684931507,2.55833333318953,2.62410555323353,0.0559999999932473,0.0574397046143133,"PHI?_DRY_UNDER",0.049970340839494,0.00405802685330936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,"DRY_UNDER",0.0561410981106513,1.08014774976744,18.1597279583729,0.276102448447034,8.25524770049578,10.9846280076445,8.31780821917808,17.5000000039795,0.419550000076847,8.82659119634881,3.46027944913269
"PHOC","PNM","CAN",111.3237756,113.6999365,252,205.9489849,9.440256174,18.5,2.42,0.12632,0.18125,1.032925,3.057575,4.48135,89.8280708330557,87.9507967007528,8.28493150684931,18.5000000035931,18.1133773016663,0.848000000280264,0.8302780515625,"PHOC_DRY_CAN",0.217383931415995,0.0113470819076316,0.485245774900705,NA,4,81,55.63,8.96,17.49,17.84,0.08,44.37,35.41,"DRY",17.57,15.4529549803223,0.0852576826500538,"DRY_CAN",0.547401966081094,48.1444390323907,39.8063576683621,0.639231294072438,22.1362818408276,65.8145148599252,3.02465753424658,8.83499999813865,1.05500000036007,5.90407738959191,4.21715030331065
"PIP?","PNSL","CAN",196.8761553,239.3034735,253.5,222.9622458,20.50465157,11.325,4.302,0.1881,NA,NA,NA,NA,50.7933527285821,41.7879433747542,8.33424657534247,11.3249999960762,9.31713370219843,1.04149999977168,0.856847218726225,"PIP?_WET_CAN",0.21851300343836,0.00955422964824628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,"WET_CAN",0.590660587944025,24.682491202704,17.1054521720502,0.273315517329369,28.4219126998627,13.3660306748915,35.8027397260274,14.3499999965608,0.480949999944189,5.06252604255887,15.6248699065955
"PITC","PNM","CAN",147.1220764,183.491394,253,147.4163206,15.66850114,10.02,3.171,0.14319,NA,NA,NA,NA,67.9707644474218,54.4984687401743,8.31780821917808,10.0200000032082,8.03396374001061,1.0650000002311,0.853909319583675,"PITC_DRY_CAN",0.215535294062775,0.00973273376122634,NA,NA,4,84,59.52,14.65,16.63,9.04,0.16,40.48,25.83,"DRY",16.79,9.15029290147526,NA,"DRY_CAN",0.543798531176817,29.6361872522925,24.8622814878819,0.451429817904981,39.8596592515954,14.6388094885789,14.0383561643836,10.3824999992408,0.734500000245649,5.16096899148032,11.8613230818856
"PLEV","PNSL","CAN",84.85876574,96.16366084,179,102.6791065,7.089949877,12.1,1.4765,0.06705,0.27,0.4177,4.876,4.5239,117.842864114229,103.989385518905,5.88493150684932,12.0999999946499,10.6775371905652,0.835499999932005,0.737279531069067,"PLEV_WET_CAN",0.173994988864659,0.00790136403885905,0.385145872292241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,"WET_CAN",0.742077669214629,77.1682008289305,26.8211846899745,0.310392553121466,15.9500946071916,88.0392909117134,37.0849315068493,12.9250000018432,0.848000000280264,9.5382810969364,8.0811390861166
"POUA","PNSL","CAN",74.88562597,83.12157648,285,96.0408153,13.32964142,12.825,1.899,0.1251,0.386667,0.8599,5.045633333,3.150933333,133.536975493883,120.305706694652,9.36986301369863,12.8249999991287,11.5542581561971,1.77999999964479,1.60363193101941,"POUA_WET_CAN",0.253586716462884,0.0167054756342848,0.311135180128256,NA,4,86,55.32,16.38,14.95,8.08,5.27,44.68,28.3,"WET",20.22,24.3258138936587,0.0629115334219334,"WET_CAN",0.745226914534199,89.6550506009118,30.6506560937402,0.469038682257701,19.626112807999,100.679593886653,7.03561643835616,15.9499999990779,1.39499999990079,11.0492206774223,5.32507477341799
"POUA","PNSL","UNDER",209.0854908,256.58311,826,136.8116061,15.2736951,6.543333333,1.38,0.14685,0.191667,0.7173,3.64755,3.188075,47.8273263330618,38.9737266806065,27.1561643835616,6.54333333109501,5.3320581428762,0.730499999859388,0.595272818230319,"POUA_WET_UNDER",0.0660017103396253,0.00702344287201013,0.203340829045201,NA,4,85,50.65,17.5,22.29,6.23,3.33,49.35,31.85,"WET",25.62,9.98506877557139,0.0520959204013805,"WET_UNDER",0.42494797985065,16.5618064201751,22.4119202604314,0.975146523291072,59.1639300902575,-20.190203409651,1.15068493150685,1.92666666650806,0.678999999982954,14.9537460465636,5.85614926503187
"POUB","PNSL","CAN",81.88775724,86.7280105,254,183.9199028,7.455880297,22.46,1.905,0.09035,0.43,0.687166667,4.958933333,3.903733333,122.118376873988,115.303002367384,8.35068493150685,22.4600000047577,21.2065169879574,0.910500000036391,0.859685383535922,"POUB_WET_CAN",0.232635507944948,0.0110333953505649,0.268146517133451,NA,4,88,50.2,7.17,22.39,19.8,0.44,49.8,42.63,"WET",22.83,26.3236754404738,0.0612178498615669,"WET_CAN",0.664339829985949,76.6003769896173,38.7026253777667,0.340232341540592,31.0777080085647,84.2252943588193,9.99452054794521,24.5999999940559,0.883499999914332,8.74814050145291,10.0886442858855
"POUB","PNSL","UNDER",314.4278997,337.7860853,393.5,160.9870846,5.343702155,5.12,1.932,0.08126,0.27,0.4096,2.3597,4.842,31.8037935232247,29.6045350450675,12.9369863013699,5.1199999985243,4.76594778784394,0.169949999987231,0.1581978177181,"POUB_WET_UNDER",0.0614449290868701,0.00258437626169724,0.109646426092842,NA,4,87,47.36,7.62,24.59,19.98,0.45,52.64,45.02,"WET",25.04,7.41297557528489,0.0274554650936478,"WET_UNDER",0.202256011544536,5.98769518184579,23.6168398632217,0.495681413595099,30.7917362994812,-1.18720125441371,10.6520547945205,15.4583333295914,1.89999999991963,12.880372694724,8.18656496296232
"PPA1","PNSL","CAN",154.1037838,195.364318,608,221.1389297,5.516915459,14.35,3.154,0.12676,0.31,0.3871,1.8319,2.4974,64.8913333171512,51.1864198251392,19.9890410958904,14.3499999965608,11.3193100953061,0.357999999932513,0.282391150824175,"PPA1_WET_CAN",0.204667265282295,0.00822562541128208,0.165117483306901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,"WET_CAN",0.344281645433634,17.6225448412557,33.5638749838835,0.483206227135449,19.842921251915,31.3434985732242,3.32054794520548,14.1750000023746,0.519499999963718,6.71705082324695,5.26296128633482
"PPRE","PNM","CAN",149.4026217,166.6857793,241,134.0515023,9.031388483,8.9725,2.647,0.25563,0.16,0.7772,3.6458,5.6309,66.9332297265838,59.9931202409419,7.92328767123288,8.97249999863958,8.0421678959628,0.604500000082663,0.541821175203277,"PPRE_DRY_CAN",0.177172259086267,0.0171101415150066,0.374957001505887,NA,4,89,62.39,12.28,14.14,9.47,1.72,37.61,25.33,"DRY",15.86,9.51490887021338,0.0594681804388336,"DRY_CAN",0.430155345453025,25.8063613620472,34.1867588788947,0.305568489888894,20.5293406628801,39.4637795780618,22.6849315068493,17.4500000071583,0.854666666783629,6.56479210642386,7.6763984660979
"PPRE","PNM","UNDER",271.0490956,334.4568915,289,163.3070801,5.055065633,6.025,3.345,0.24675,0.14,0.5454,1.858,1.725,36.8936851748713,29.8992194633849,9.5013698630137,6.02500000003689,4.88275422783447,0.186500000002214,0.151142516762882,"PPRE_DRY_UNDER",0.123409376909945,0.0091035168168995,0.213565853309892,NA,4,90,59.47,14.66,15.45,7.44,2.98,40.53,25.87,"DRY",18.43,5.51042614710183,0.0393601867650131,"DRY_UNDER",0.235673007294366,7.04643896669017,22.8527804966947,0.735315935676166,63.2761488264009,-33.376929363016,6.11506849315068,5.96999999889802,1.17500000032145,8.13324358305347,11.6809991427922
"PROP","PNSL","CAN",71.90590896,91.03201139,844,69.04764908,6.352887056,9.6025,1.404,0.0906,0.3025,1.3188,5.237925,7.496625,139.070629168499,109.851467053254,27.7479452054795,9.60250000016132,7.58498554801624,0.883499999914332,0.697873963125226,"PROP_WET_CAN",0.195255163352572,0.012599799002666,0.363145345630591,NA,4,92,55.37,14.04,18.67,11.7,0.22,44.63,30.58,"WET",18.88,20.7399569796543,0.0685618412550555,"WET_CAN",0.369960986716779,40.6407571433075,69.2107099099465,0.868111927961123,73.4156144513544,36.4358526018996,5.06301369863014,3.14166666645806,1.04499999947627,17.7869562386911,14.3024243477652
"PROP","PNSL","UNDER",218.2159017,278.3739762,1089,77.75759966,10.51800646,3.563333333,1.786,0.11888,0.135,0.509,4.52685,6.4691,45.8261745459222,35.9228981692434,35.8027397260274,3.5633333342911,2.79327833447098,0.481999999911097,0.377837275006025,"PROP_WET_UNDER",0.081845547739017,0.00544781563001923,0.266095541994396,NA,4,91,51.17,11.1,22.48,13.84,1.41,48.83,37.74,"WET",23.9,8.58557266244918,0.0635968345366606,"WET_UNDER",0.260698332757385,9.36503966053508,26.5578585087083,0.524774338527525,55.2268635521015,-19.3039653828581,31.9232876712329,5.74999999709666,1.02999999998888,22.3710632861754,22.669242309576
"PYSU","PNSL","UNDER",249.7121443,243.1330343,945,143.5844829,7.508011804,9.9,2.466,0.07938,NA,NA,NA,NA,40.04611000411,41.129746226344,31.0684931506849,5.74999999709666,5.90559334371783,0.300666666615141,0.308802620162915,"PYSU_WET_UNDER",0.0987537072701354,0.00317886021212625,NA,NA,4,93,49.12,24.69,15.91,10.19,0.09,50.88,26.19,"WET",16,6.58075939621505,NA,"WET_UNDER",0.231395896329953,9.51725449386837,31.6124917324756,0.302308951409898,8.94971594645193,32.1800302798921,7.23287671232877,15.5249999912504,0.376299999793127,17.1496495214893,4.23440739192173
"SABP","PNSL","CAN",178.778626,200.5373677,190,89.79156489,14.24865649,5.0225,1.193,0.08024,0.2,0.269,1.8268,2.1943,55.9350981923309,49.8660180628271,6.24657534246575,5.0224999989652,4.47754779669425,0.796999999876943,0.710523761901359,"SABP_WET_CAN",0.0667305721434507,0.00448823227895263,0.249330090314135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,"WET_CAN",0.602160509884414,30.0273468626174,19.8386712002097,0.283097611688508,14.4907532033822,35.3752648594449,30.8383561643836,7.16333333381389,0.186500000002214,9.29753523226686,10.7152860631156
"SECD","PNM","CAN",162.670977,156.9126303,333,259.4602083,15.04706537,15.95,2.797,0.12554,0.15,0.4724,6.7349,6.0464,61.4737809068424,63.7297327874823,10.9479452054795,15.9499999990779,16.5353297439435,0.924999999846316,0.958945455265879,"SECD_DRY_CAN",0.171942165196438,0.007717418455045,0.424864885249882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,"DRY_CAN",0.506309222594357,32.2669514637763,31.462781323706,0.321145540647087,14.2239658737171,49.5057669137652,42.8712328767123,10.389999999246,0.796999999876943,4.85520211240414,6.58124669723551
"SERA","PNM","CAN",190.5442009,204.6620256,245,263.4273578,42.77717311,13.825,2.343,0.16539,0.28,0.4362,1.8507,2.4058,52.4812613176726,48.8610428372502,8.05479452054795,13.8250000029258,12.8713354139694,2.24500000041723,2.09013728778418,"SERA_DRY_CAN",0.122963595267307,0.00867987580932987,0.174503724418751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,"DRY_CAN",0.640275921184424,31.284549212652,17.5764936245982,0.520197154921554,29.447210734022,19.4138321032282,8.05479452054795,12.7099999991693,1.67000000010447,3.58990201440472,6.64411653231432
"SERM","PNM","UNDER",243.1625741,279.5599609,309,77.16359018,7.805518628,3.173333333,1.861,0.1671,0.15,0.3622,1.5161,2.6116,41.1247497153387,35.7705014974482,10.158904109589,3.17333333328947,2.76018031808217,0.320999999974914,0.279207315771233,"SERM_DRY_UNDER",0.0765331592202453,0.0068719456774331,0.238470009982988,NA,4,94,57.95,10.63,12.89,18.23,0.31,42.05,31.42,"DRY",13.19,4.71812914751341,0.0314541943167561,"DRY_UNDER",0.219817124962945,7.86296879765178,27.9075326997964,0.147985239289161,14.2183152202508,21.5521862771974,17.1945205479452,19.3750000097844,0.16165000004129,15.4041312694704,11.1953388378161
"SIMA","PNSL","CAN",117.9171817,51.71352591,253,169.5059487,12.20442831,14.375,1.12,0.05684,0.3875,0.658775,3.7041,NA,84.8052832999485,193.37300684938,8.31780821917808,14.37500000053,32.7778749789757,1.03500000034346,2.36000699918239,"SIMA_WET_CAN",0.0949819172959423,0.00482033230276907,0.499027114450012,NA,4,95,64.53,12.08,14.89,8.38,0.13,35.47,23.4,"WET",15.02,29.0446256287768,0.0749538725903918,"WET_CAN",0.78088884822621,151.002824596651,42.3701822527287,0.438221225741011,19.2709874248417,174.102019424538,14.1041095890411,14.1000000057971,2.4449999993926,15.0262190210157,6.39023654771354
"SOCE","PNSL","UNDER",161.2495114,189.5844187,938,35.75707915,1.081177974,NA,1.63,0.08233,NA,NA,NA,NA,62.0156917883225,52.74695077038,30.8383561643836,2.21749999981705,1.88607689361763,0.067050000003907,0.0570288413685971,"SOCE_WET_UNDER",0.101085577614966,0.00510575190493259,NA,NA,5,97,44.63,17.23,20.71,15.75,1.69,55.37,38.14,"WET",22.39,11.8100422774881,NA,"WET_UNDER",0.0224861115919291,1.18607382115675,51.5608769492232,0.648224205257758,25.3170091117114,27.4299416586686,8.05479452054795,3.9850000015882,0.97949999991651,38.8465026911074,9.06247201629504
"SPOM","PNM","CAN",110.921297,118.4880844,173,143.0884731,10.62071418,12.9,1.634,0.13353,0.231667,0.887,2.980675,5.476166667,90.1540125337698,84.3966720420707,5.68767123287671,12.8999999972954,12.0761909372214,0.957499999301306,0.89635293150203,"SPOM_DRY_CAN",0.14731165648018,0.0120382652936343,0.364301657301518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,"DRY_CAN",0.638306121349483,53.8709123859784,30.5257596560923,0.211701889714764,6.4438504349387,77.952821607132,11.1780821917808,13.3999999992324,0.150500000000747,6.19266799154608,4.10692095674324
"STIH","PNM","CAN",134.3040671,168.373428,150,151.3942596,14.76673218,11.2725,1.587,0.13831,0.21,0.3404,2.0007,3.2288,74.4579089518876,59.3917942919117,4.93150684931507,11.2724999971352,8.99157672313947,1.09950000017535,0.877022719998312,"STIH_DRY_CAN",0.118164701506646,0.0102982733871356,0.282818068056722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,"DRY_CAN",0.657938753381927,39.0761630975362,20.3156311943755,0.589820306863982,51.4651860316067,7.92660826030504,7.16712328767123,11.4799999995385,1.18999999988419,4.57368254236137,9.77355330143015
"STIR","PNM","CAN",191.434644,238.987051,199,82.41261424,31.96958555,4.305,2.897,0.21978,0.15,0.2907,1.5778,1.7185,52.2371488830413,41.8432712490352,6.54246575342466,4.30499999989553,3.44841337198642,1.67000000010447,1.33771203988789,"STIR_DRY_CAN",0.151331020314171,0.0114806805815148,0.278955141660234,NA,5,98,55.79,14.03,18.21,11.63,0.34,44.21,30.18,"DRY",18.55,7.76192681669602,0.0517461787779735,"DRY_CAN",0.671255312402707,28.0875181142223,13.7557531348129,0.75529848438901,74.3274827782995,-32.4842115292643,2.95890410958904,7.88750000049731,0.465499999982279,6.22622059173261,10.1158606828946
"SYMG","PNSL","CAN",114.512664,120.4027412,230,80.33063381,4.804378819,7.015,1.558,0.08446,0.385,0.615975,4.30395,NA,87.3265859922707,83.0545874648243,7.56164383561644,7.01500000122257,6.67182765187741,0.419550000076847,0.399025700836785,"SYMG_WET_CAN",0.136054820975958,0.00737560345290718,0.215726201207336,NA,5,100,58.98,14.97,10.21,15.71,0.12,41.02,26.04,"WET",10.33,8.57953888511635,0.0222845165847178,"WET_CAN",0.356761429818036,29.6306733768978,53.4239140879265,0.386107024993441,26.0628879410496,56.9916995237747,7.85753424657534,17.049999999654,0.604500000082663,15.555788106069,8.55172797360109
"SYMG","PNSL","UNDER",321.483587,197.8206697,1001,69.92268018,6.767229507,2.175,1.34,0.06703,0.205,0.396925,2.788125,NA,31.105787058423,50.5508348301785,32.9095890410959,2.17500000023329,3.53464985666258,0.210500000020219,0.342089101066267,"SYMG_WET_UNDER",0.0416817546582868,0.00208502090652609,0.246589438195993,NA,5,99,56.23,14.99,18.04,10.67,0.07,43.77,28.78,"WET",18.11,9.15475618774533,0.0446573472572943,"WET_UNDER",0.0684366517246073,3.45952987766107,47.0913049525174,0.646956916233088,51.7791625664233,-1.22832773624481,9.36986301369863,6.54333333109501,0.989000000046019,41.5156925388786,13.6441175119339
"TACV","PNSL","CAN",99.7285911,105.1360113,285,154.8286377,7.140567123,15.525,2.713,0.09244,0.205,1.50995,5.517225,4.028075,100.272147532625,95.1148885748151,9.36986301369863,15.5250000017297,14.7265086230259,0.716000000024065,0.679174246265133,"TACV_WET_CAN",0.272038336256011,0.00926915731791582,0.46397506621861,NA,5,102,53.74,9.37,16.84,19.89,0.16,46.26,36.89,"WET",17,16.1695310577186,0.0788757612571637,"WET_CAN",0.560065250787556,53.2705439232843,41.8443446515308,0.682873081644588,48.3515749355785,46.7633136392366,7.59452054794521,5.1199999985243,0.91000000007538,9.91851159686367,12.8296624500465
"TACV","PNSL","UNDER",241.1341185,299.0541493,782,129.5292107,2.431837585,5.371666667,2.733,0.09341,0.1425,0.461275,5.689825,4.27785,41.4706971464928,33.4387602492964,25.7095890410959,5.37166666856395,4.3312962218779,0.100849999996993,0.081317633970043,"TACV_WET_UNDER",0.113339415301365,0.00387377782045389,0.234657966661729,NA,5,101,52.05,7.96,19.61,20.22,0.16,47.95,39.99,"WET",19.77,6.61084290128591,0.0463918800090239,"WET_UNDER",0.112306152384458,3.75537850410485,29.6833817451915,0.310305312507068,28.1335175594531,5.30524268984326,9.20547945205479,12.3099999975156,0.158399999986565,14.6897808790568,14.3498822184045
"TAPG","PNSL","CAN",72.1324154,92.62785994,322,99.54273325,2.546274263,13.8,1.391,0.07646,0.20625,0.315575,2.26175,2.9356,138.633926848927,107.958879828137,10.586301369863,13.7999999997227,10.7465219767011,0.352999999914047,0.274892917168696,"TAPG_WET_CAN",0.192839792246857,0.0105999500468689,0.523436993106121,NA,5,104,65.82,3.4,5.66,24.98,0.14,34.18,30.78,"WET",5.8,6.26161503003197,0.030359345600155,"WET_CAN",0.3547007367053,38.2930942089191,69.6657856192179,0.490733494697501,7.65942791100834,100.299451917129,18.8054794520548,2.99666666706424,0.835499999932005,14.2070359345158,5.05853990272919
"TOCP","PNSL","CAN",96.6554878,116.4257315,214,70.94512805,6.258442835,7.34,1.992,0.10407,0.2125,0.452425,2.976675,2.967525,103.460240361024,85.8916656237629,7.03561643835616,7.34000000049661,6.09359521610564,0.647499999994827,0.537548079309255,"TOCP_WET_CAN",0.206092798799159,0.0107671072143717,0.40419607352359,NA,5,105,70.31,6.52,4.75,18.31,0.11,29.69,23.16,"WET",4.85,4.1657457827525,0.0196035095658941,"WET_CAN",0.555361770834766,47.7009475207606,38.1907181030024,0.302127424891148,7.68015618973261,78.2115094340303,8.53150684931507,7.61749999982056,0.100849999996993,13.4193375716252,5.0800433899135
"TONR","PNSL","CAN",85.75755441,100.6719403,544.5,144.930267,10.98125484,16.9,1.67,0.09675,0.30375,0.381375,4.424825,4.962625,116.607802878692,99.332544601805,17.9013698630137,16.9000000054922,14.396292210929,1.2804999997434,1.09079598617809,"TONR_WET_CAN",0.194735030807416,0.0112818049285135,0.327020722968905,NA,5,107,63.13,6.55,11.47,18.72,0.13,36.87,30.32,"WET",11.6,11.5225751738094,0.037934403864393,"WET_CAN",0.544362147362732,54.0728772824429,45.2596673193621,0.770876909521163,31.642689686708,67.689854915097,5.91780821917808,3.5633333342911,1.48999999986474,10.260166328698,9.11166784780335
"TONR","PNSL","UNDER",152.4650802,194.6023273,856,57.87066227,1.231917848,3.795666667,1.235,0.07699,NA,NA,NA,NA,65.5887891632775,51.3868469033464,28.1424657534247,3.79566666636627,2.97379086226375,0.0807999999989506,0.0633043738526759,"TONR_WET_UNDER",0.0810021546166478,0.00504968087768074,NA,NA,5,106,57.67,8.11,14.65,19.43,0.13,42.33,34.21,"WET",14.78,7.59497597231459,NA,"WET_UNDER",0.0459295086913073,2.36017263146613,49.0266742718803,0.698683735148143,60.4798219246435,-9.09297502129707,2.97534246575342,9.49500000204484,0.355000000077765,28.0552980028113,10.6576349802301
"TOVL","PNSL","CAN",66.71821086,88.02177073,127,55.92654026,8.179652652,8.3825,1.473,0.07908,0.37,0.617775,4.256625,3.716,149.884115162857,113.608257560215,4.17534246575342,8.38250000098999,6.35371679030979,1.22600000008453,0.929276085241509,"TOVL_WET_CAN",0.220779301634888,0.0118528358270787,0.307049344757337,NA,5,109,67.29,7.7,9.61,15.3,0.1,32.71,25.01,"WET",9.71,11.0313618090968,0.0298144913759374,"WET_CAN",0.922288827990435,104.779626715246,8.82863084496884,0.462321914356386,55.6199646270695,57.9882929331455,5.91780821917808,22.4600000047577,0.745999999463581,7.24596358060365,12.3967134969033
"TRAA","PNSL","CAN",80.68440409,105.9424447,34,63.63982373,11.21513217,7.8875,1.641,0.06838,0.291667,0.975533333,5.703866667,4.3401,123.939689618894,94.3908744820573,1.11780821917808,7.88750000049731,6.00701861375868,1.39000000018467,1.05860613295815,"TRAA_WET_CAN",0.203385030664605,0.00847499597613995,0.323625485509356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,"WET_CAN",0.993291785657447,93.7576802640507,0.633194218006636,0.67628860329179,67.1774678501741,27.2134066318832,5.91780821917808,5.39749999831537,0.352999999914047,1.83381841267567,16.8690181059507
"TRIO","PNM","CAN",229.0811456,243.6192742,123,214.4772226,41.57822792,9.3625,4.114,0.3161,0.22,0.2752,1.9696,2.8028,43.6526540576197,41.0476553336682,4.04383561643836,9.36250000139688,8.80378711020723,1.81499999972062,1.70668876904486,"TRIO_DRY_CAN",0.179587018793047,0.0137986039476136,0.186580251516674,NA,5,110,69.61,17.43,7.15,5.63,0.18,30.39,12.96,"DRY",7.33,3.00879313595788,0.0136763324361722,"DRY_CAN",0.729768575603964,29.9552889647335,11.0923663689347,0.529881412955544,28.1346779226606,12.9129774110076,5.03013698630137,14.574999998189,1.28999999940158,3.24691203047479,5.59711075699494
"TYNC","PNM","CAN",118.2912184,147.1011867,162,128.493836,17.62539154,10.8625,2.617,0.12465,0.23,0.3107,1.9216,2.432,84.5371290892038,67.9804169112118,5.32602739726027,10.862500001099,8.73506454180087,1.48999999986474,1.19818146511254,"TYNC_DRY_CAN",0.221233666826446,0.0105375531409693,0.295567030048747,NA,5,111,68.57,10.77,7.93,12.55,0.17,31.43,20.66,"DRY",8.11,5.51321181149927,0.0239704861369534,"DRY_CAN",0.698753451823224,47.5015509730911,20.4788659381207,0.43771840343783,13.7806608745305,54.1997560366813,11.6712328767123,9.44499999693804,1.0650000002311,5.14860842040208,4.5768711299185
