"sp","site","strata","SLA_LEAF","SLA_DISC","LIFETIME","Amass","Rmass","Amax","N_PCT","P_PCT","LT","LAMTUF","MDRBTUF","VEINTUF","LMA_LEAF","LMA","LL","Aarea","Aarea_DISC","Rarea","Rarea_DISC","sp_site_strata","Narea","Parea","LD","SampleID","Run","BagNo","%NPE","%WS","%AS","Lig","%Ash","%NDF","ADF","site2","cell_mass","cell_area","cell_vol","gr","site_strata","LMAp","LMAs","preLL","LDs"
"PLEV","PNSL","CAN",84.85876574,96.16366084,179,102.6791065,7.089949877,12.1,1.4765,0.06705,0.27,0.4177,4.876,4.5239,117.842864114229,103.989385518905,5.88493150684932,12.0999999946499,10.6775371905652,0.835499999932005,0.737279531069067,"PLEV_WET_CAN",0.173994988864659,0.00790136403885905,0.385145872292241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,3,"WET_CAN",66.4936833028417,37.4957022160633,9.07994744874248,0.138872971170605
"POUA","PNSL","CAN",74.88562597,83.12157648,285,96.0408153,13.32964142,12.825,1.899,0.1251,0.386667,0.8599,5.045633333,3.150933333,133.536975493883,120.305706694652,9.36986301369863,12.8249999991287,11.5542581561971,1.77999999964479,1.60363193101941,"POUA_WET_CAN",0.253586716462884,0.0167054756342848,0.311135180128256,NA,4,86,55.32,16.38,14.95,8.08,5.27,44.68,28.3,"WET",20.22,24.3258138936587,0.0629115334219334,3,"WET_CAN",83.1534965468699,37.1522101477821,9.82267562818712,0.0960832192759715
"POUA","PNSL","UNDER",209.0854908,256.58311,826,136.8116061,15.2736951,6.543333333,1.38,0.14685,0.191667,0.7173,3.64755,3.188075,47.8273263330618,38.9737266806065,27.1561643835616,6.54333333109501,5.3320581428762,0.730499999859388,0.595272818230319,"POUA_WET_UNDER",0.0660017103396253,0.00702344287201013,0.203340829045201,NA,4,85,50.65,17.5,22.29,6.23,3.33,49.35,31.85,"WET",25.62,9.98506877557139,0.0520959204013805,4,"WET_UNDER",17.6784397260438,21.2952869545627,12.4418990611201,0.111105651753107
"POUB","PNSL","CAN",81.88775724,86.7280105,254,183.9199028,7.455880297,22.46,1.905,0.09035,0.43,0.687166667,4.958933333,3.903733333,122.118376873988,115.303002367384,8.35068493150685,22.4600000047577,21.2065169879574,0.910500000036391,0.859685383535922,"POUB_WET_CAN",0.232635507944948,0.0110333953505649,0.268146517133451,NA,4,88,50.2,7.17,22.39,19.8,0.44,49.8,42.63,"WET",22.83,26.3236754404738,0.0612178498615669,3,"WET_CAN",70.7764498018127,44.5265525655713,7.75192011710086,0.103550122245515
"POUB","PNSL","UNDER",314.4278997,337.7860853,393.5,160.9870846,5.343702155,5.12,1.932,0.08126,0.27,0.4096,2.3597,4.842,31.8037935232247,29.6045350450675,12.9369863013699,5.1199999985243,4.76594778784394,0.169949999987231,0.1581978177181,"POUB_WET_UNDER",0.0614449290868701,0.00258437626169724,0.109646426092842,NA,4,87,47.36,7.62,24.59,19.98,0.45,52.64,45.02,"WET",25.04,7.41297557528489,0.0274554650936478,4,"WET_UNDER",6.79464520623727,22.8098898388302,11.0292399932218,0.084481073477149
"PPA1","PNSL","CAN",154.1037838,195.364318,608,221.1389297,5.516915459,14.35,3.154,0.12676,0.31,0.3871,1.8319,2.4974,64.8913333171512,51.1864198251392,19.9890410958904,14.3499999965608,11.3193100953061,0.357999999932513,0.282391150824175,"PPA1_WET_CAN",0.204667265282295,0.00822562541128208,0.165117483306901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,3,"WET_CAN",18.1776811072764,33.0087387178628,5.75196053690258,0.106479802315686
"PPRE","PNM","CAN",149.4026217,166.6857793,241,134.0515023,9.031388483,8.9725,2.647,0.25563,0.16,0.7772,3.6458,5.6309,66.9332297265838,59.9931202409419,7.92328767123288,8.97249999863958,8.0421678959628,0.604500000082663,0.541821175203277,"PPRE_DRY_CAN",0.177172259086267,0.0171101415150066,0.374957001505887,NA,4,89,62.39,12.28,14.14,9.47,1.72,37.61,25.33,"DRY",15.86,9.51490887021338,0.0594681804388336,1,"DRY_CAN",28.8265195306904,31.1666007102515,7.65162433982181,0.194791254439072
"PPRE","PNM","UNDER",271.0490956,334.4568915,289,163.3070801,5.055065633,6.025,3.345,0.24675,0.14,0.5454,1.858,1.725,36.8936851748713,29.8992194633849,9.5013698630137,6.02500000003689,4.88275422783447,0.186500000002214,0.151142516762882,"PPRE_DRY_UNDER",0.123409376909945,0.0091035168168995,0.213565853309892,NA,4,90,59.47,14.66,15.45,7.44,2.98,40.53,25.87,"DRY",18.43,5.51042614710183,0.0393601867650131,2,"DRY_UNDER",8.43061376983263,21.4686056935523,9.83735592235975,0.153347183525373
"PROP","PNSL","CAN",71.90590896,91.03201139,844,69.04764908,6.352887056,9.6025,1.404,0.0906,0.3025,1.3188,5.237925,7.496625,139.070629168499,109.851467053254,27.7479452054795,9.60250000016132,7.58498554801624,0.883499999914332,0.697873963125226,"PROP_WET_CAN",0.195255163352572,0.012599799002666,0.363145345630591,NA,4,92,55.37,14.04,18.67,11.7,0.22,44.63,30.58,"WET",18.88,20.7399569796543,0.0685618412550555,3,"WET_CAN",44.6256578291828,65.2258092240712,14.8905913704317,0.21562250983164
"PROP","PNSL","UNDER",218.2159017,278.3739762,1089,77.75759966,10.51800646,3.563333333,1.786,0.11888,0.135,0.509,4.52685,6.4691,45.8261745459222,35.9228981692434,35.8027397260274,3.5633333342911,2.79327833447098,0.481999999911097,0.377837275006025,"PROP_WET_UNDER",0.081845547739017,0.00544781563001923,0.266095541994396,NA,4,91,51.17,11.1,22.48,13.84,1.41,48.83,37.74,"WET",23.9,8.58557266244918,0.0635968345366606,4,"WET_UNDER",10.9654449023396,24.9574532669038,18.7896623367224,0.184870024199288
"PYSU","PNSL","UNDER",249.7121443,243.1330343,945,143.5844829,7.508011804,9.9,2.466,0.07938,NA,NA,NA,NA,40.04611000411,41.129746226344,31.0684931506849,5.74999999709666,5.90559334371783,0.300666666615141,0.308802620162915,"PYSU_WET_UNDER",0.0987537072701354,0.00317886021212625,NA,NA,4,93,49.12,24.69,15.91,10.19,0.09,50.88,26.19,"WET",16,6.58075939621505,NA,4,"WET_UNDER",10.9985912106087,30.1311550157353,14.5885060363238,NA
"SABP","PNSL","CAN",178.778626,200.5373677,190,89.79156489,14.24865649,5.0225,1.193,0.08024,0.2,0.269,1.8268,2.1943,55.9350981923309,49.8660180628271,6.24657534246575,5.0224999989652,4.47754779669425,0.796999999876943,0.710523761901359,"SABP_WET_CAN",0.0667305721434507,0.00448823227895263,0.249330090314135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WET",NA,NA,NA,3,"WET_CAN",27.6005106150467,22.2655074477804,8.10598360813169,0.111327537238902
"SECD","PNM","CAN",162.670977,156.9126303,333,259.4602083,15.04706537,15.95,2.797,0.12554,0.15,0.4724,6.7349,6.0464,61.4737809068424,63.7297327874823,10.9479452054795,15.9499999990779,16.5353297439435,0.924999999846316,0.958945455265879,"SECD_DRY_CAN",0.171942165196438,0.007717418455045,0.424864885249882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,1,"DRY_CAN",35.6143673661505,28.1153654213318,5.59631829790026,0.187435769475545
"SERA","PNM","CAN",190.5442009,204.6620256,245,263.4273578,42.77717311,13.825,2.343,0.16539,0.28,0.4362,1.8507,2.4058,52.4812613176726,48.8610428372502,8.05479452054795,13.8250000029258,12.8713354139694,2.24500000041723,2.09013728778418,"SERA_DRY_CAN",0.122963595267307,0.00867987580932987,0.174503724418751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,1,"DRY_CAN",34.129868858244,14.7311739790062,3.92515538694459,0.0526113356393079
"SERM","PNM","UNDER",243.1625741,279.5599609,309,77.16359018,7.805518628,3.173333333,1.861,0.1671,0.15,0.3622,1.5161,2.6116,41.1247497153387,35.7705014974482,10.158904109589,3.17333333328947,2.76018031808217,0.320999999974914,0.279207315771233,"SERM_DRY_UNDER",0.0765331592202453,0.0068719456774331,0.238470009982988,NA,4,94,57.95,10.63,12.89,18.23,0.31,42.05,31.42,"DRY",13.19,4.71812914751341,0.0314541943167561,2,"DRY_UNDER",10.6417501395653,25.1287513578829,18.1961931156745,0.167525009052553
"SIMA","PNSL","CAN",117.9171817,51.71352591,253,169.5059487,12.20442831,14.375,1.12,0.05684,0.3875,0.658775,3.7041,NA,84.8052832999485,193.37300684938,8.31780821917808,14.37500000053,32.7778749789757,1.03500000034346,2.36000699918239,"SIMA_WET_CAN",0.0949819172959423,0.00482033230276907,0.499027114450012,NA,4,95,64.53,12.08,14.89,8.38,0.13,35.47,23.4,"WET",15.02,29.0446256287768,0.0749538725903918,3,"WET_CAN",125.539607570006,67.8333992793738,14.9835279876937,0.17505393362419
"SOCE","PNSL","UNDER",161.2495114,189.5844187,938,35.75707915,1.081177974,NA,1.63,0.08233,NA,NA,NA,NA,62.0156917883225,52.74695077038,30.8383561643836,2.21749999981705,1.88607689361763,0.067050000003907,0.0570288413685971,"SOCE_WET_UNDER",0.101085577614966,0.00510575190493259,NA,NA,5,97,44.63,17.23,20.71,15.75,1.69,55.37,38.14,"WET",22.39,11.8100422774881,NA,4,"WET_UNDER",1.7224025004431,51.0245482699369,33.6164486769174,NA
"SPOM","PNM","CAN",110.921297,118.4880844,173,143.0884731,10.62071418,12.9,1.634,0.13353,0.231667,0.887,2.980675,5.476166667,90.1540125337698,84.3966720420707,5.68767123287671,12.8999999972954,12.0761909372214,0.957499999301306,0.89635293150203,"SPOM_DRY_CAN",0.14731165648018,0.0120382652936343,0.364301657301518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,1,"DRY_CAN",55.7064993082504,28.6901727338203,7.02354937827536,0.123842294041967
"STIH","PNM","CAN",134.3040671,168.373428,150,151.3942596,14.76673218,11.2725,1.587,0.13831,0.21,0.3404,2.0007,3.2288,74.4579089518876,59.3917942919117,4.93150684931507,11.2724999971352,8.99157672313947,1.09950000017535,0.877022719998312,"STIH_DRY_CAN",0.118164701506646,0.0102982733871356,0.282818068056722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,1,"DRY_CAN",40.7565942301315,18.6352000617802,5.14252663287361,0.0887390479132389
"STIR","PNM","CAN",191.434644,238.987051,199,82.41261424,31.96958555,4.305,2.897,0.21978,0.15,0.2907,1.5778,1.7185,52.2371488830413,41.8432712490352,6.54246575342466,4.30499999989553,3.44841337198642,1.67000000010447,1.33771203988789,"STIR_DRY_CAN",0.151331020314171,0.0114806805815148,0.278955141660234,NA,5,98,55.79,14.03,18.21,11.63,0.34,44.21,30.18,"DRY",18.55,7.76192681669602,0.0517461787779735,1,"DRY_CAN",29.6463931146413,12.1968781343939,6.66538875767797,0.0813125208959593
"SYMG","PNSL","CAN",114.512664,120.4027412,230,80.33063381,4.804378819,7.015,1.558,0.08446,0.385,0.615975,4.30395,NA,87.3265859922707,83.0545874648243,7.56164383561644,7.01500000122257,6.67182765187741,0.419550000076847,0.399025700836785,"SYMG_WET_CAN",0.136054820975958,0.00737560345290718,0.215726201207336,NA,5,100,58.98,14.97,10.21,15.71,0.12,41.02,26.04,"WET",10.33,8.57953888511635,0.0222845165847178,3,"WET_CAN",30.2182926348834,52.8362948299409,13.2858385303365,0.137237129428418
"SYMG","PNSL","UNDER",321.483587,197.8206697,1001,69.92268018,6.767229507,2.175,1.34,0.06703,0.205,0.396925,2.788125,NA,31.105787058423,50.5508348301785,32.9095890410959,2.17500000023329,3.53464985666258,0.210500000020219,0.342089101066267,"SYMG_WET_UNDER",0.0416817546582868,0.00208502090652609,0.246589438195993,NA,5,99,56.23,14.99,18.04,10.67,0.07,43.77,28.78,"WET",18.11,9.15475618774533,0.0446573472572943,4,"WET_UNDER",5.07810601799253,45.472728812186,35.5391658968088,0.221818189327736
"TACV","PNSL","CAN",99.7285911,105.1360113,285,154.8286377,7.140567123,15.525,2.713,0.09244,0.205,1.50995,5.517225,4.028075,100.272147532625,95.1148885748151,9.36986301369863,15.5250000017297,14.7265086230259,0.716000000024065,0.679174246265133,"TACV_WET_CAN",0.272038336256011,0.00926915731791582,0.46397506621861,NA,5,102,53.74,9.37,16.84,19.89,0.16,46.26,36.89,"WET",17,16.1695310577186,0.0788757612571637,3,"WET_CAN",51.2599166562311,43.854971918584,8.53373334199141,0.213926692285776
"TACV","PNSL","UNDER",241.1341185,299.0541493,782,129.5292107,2.431837585,5.371666667,2.733,0.09341,0.1425,0.461275,5.689825,4.27785,41.4706971464928,33.4387602492964,25.7095890410959,5.37166666856395,4.3312962218779,0.100849999996993,0.081317633970043,"TACV_WET_UNDER",0.113339415301365,0.00387377782045389,0.234657966661729,NA,5,101,52.05,7.96,19.61,20.22,0.16,47.95,39.99,"WET",19.77,6.61084290128591,0.0463918800090239,4,"WET_UNDER",4.4405761938574,28.998184055439,12.6905999026997,0.203496028459221
"TAPG","PNSL","CAN",72.1324154,92.62785994,322,99.54273325,2.546274263,13.8,1.391,0.07646,0.20625,0.315575,2.26175,2.9356,138.633926848927,107.958879828137,10.586301369863,13.7999999997227,10.7465219767011,0.352999999914047,0.274892917168696,"TAPG_WET_CAN",0.192839792246857,0.0105999500468689,0.523436993106121,NA,5,104,65.82,3.4,5.66,24.98,0.14,34.18,30.78,"WET",5.8,6.26161503003197,0.030359345600155,3,"WET_CAN",37.6228362032031,70.3360436249339,12.316557363014,0.341023241817861
"TOCP","PNSL","CAN",96.6554878,116.4257315,214,70.94512805,6.258442835,7.34,1.992,0.10407,0.2125,0.452425,2.976675,2.967525,103.460240361024,85.8916656237629,7.03561643835616,7.34000000049661,6.09359521610564,0.647499999994827,0.537548079309255,"TOCP_WET_CAN",0.206092798799159,0.0107671072143717,0.40419607352359,NA,5,105,70.31,6.52,4.75,18.31,0.11,29.69,23.16,"WET",4.85,4.1657457827525,0.0196035095658941,3,"WET_CAN",42.8422197010446,43.0494459227183,11.7989306539821,0.202585627871616
"TONR","PNSL","CAN",85.75755441,100.6719403,544.5,144.930267,10.98125484,16.9,1.67,0.09675,0.30375,0.381375,4.424825,4.962625,116.607802878692,99.332544601805,17.9013698630137,16.9000000054922,14.396292210929,1.2804999997434,1.09079598617809,"TONR_WET_CAN",0.194735030807416,0.0112818049285135,0.327020722968905,NA,5,107,63.13,6.55,11.47,18.72,0.13,36.87,30.32,"WET",11.6,11.5225751738094,0.037934403864393,3,"WET_CAN",54.7786400749306,44.5539045268744,8.60477474940289,0.14667952107613
"TONR","PNSL","UNDER",152.4650802,194.6023273,856,57.87066227,1.231917848,3.795666667,1.235,0.07699,NA,NA,NA,NA,65.5887891632775,51.3868469033464,28.1424657534247,3.79566666636627,2.97379086226375,0.0807999999989506,0.0633043738526759,"TONR_WET_UNDER",0.0810021546166478,0.00504968087768074,NA,NA,5,106,57.67,8.11,14.65,19.43,0.13,42.33,34.21,"WET",14.78,7.59497597231459,NA,4,"WET_UNDER",3.28607455162993,48.1007723517165,24.2507331017384,NA
"TOVL","PNSL","CAN",66.71821086,88.02177073,127,55.92654026,8.179652652,8.3825,1.473,0.07908,0.37,0.617775,4.256625,3.716,149.884115162857,113.608257560215,4.17534246575342,8.38250000098999,6.35371679030979,1.22600000008453,0.929276085241509,"TOVL_WET_CAN",0.220779301634888,0.0118528358270787,0.307049344757337,NA,5,109,67.29,7.7,9.61,15.3,0.1,32.71,25.01,"WET",9.71,11.0313618090968,0.0298144913759374,3,"WET_CAN",91.8858842088657,21.7223733513492,8.17353551436965,0.0587091171658088
"TRIO","PNM","CAN",229.0811456,243.6192742,123,214.4772226,41.57822792,9.3625,4.114,0.3161,0.22,0.2752,1.9696,2.8028,43.6526540576197,41.0476553336682,4.04383561643836,9.36250000139688,8.80378711020723,1.81499999972062,1.70668876904486,"TRIO_DRY_CAN",0.179587018793047,0.0137986039476136,0.186580251516674,NA,5,110,69.61,17.43,7.15,5.63,0.18,30.39,12.96,"DRY",7.33,3.00879313595788,0.0136763324361722,1,"DRY_CAN",31.6640219440057,9.38363338966245,3.45447173713555,0.0426528790439202
"TYNC","PNM","CAN",118.2912184,147.1011867,162,128.493836,17.62539154,10.8625,2.617,0.12465,0.23,0.3107,1.9216,2.432,84.5371290892038,67.9804169112118,5.32602739726027,10.862500001099,8.73506454180087,1.48999999986474,1.19818146511254,"TYNC_DRY_CAN",0.221233666826446,0.0105375531409693,0.295567030048747,NA,5,111,68.57,10.77,7.93,12.55,0.17,31.43,20.66,"DRY",8.11,5.51321181149927,0.0239704861369534,1,"DRY_CAN",49.883435180793,18.0969817304188,5.52880026033132,0.0786825292626903
"UREC","PNM","CAN",189.9878334,201.3482774,90,236.5348526,38.6625241,12.45,2.883,0.2795,0.41,0.1339,0.4606,0.9887,52.6349494125027,49.6651877489566,2.95890410958904,12.4500000008948,11.7475478635508,2.03500000016317,1.92018151827506,"UREC_DRY_CAN",0.151746559156245,0.0147114683607945,0.121134604265748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,1,"DRY_CAN",41.5622313832961,8.10295636566048,2.9322031596699,0.019763308208928
"VIR2","PNSL","CAN",90.62197497,110.3313068,355,71.26059001,12.75957408,7.8635,1.632,0.1202,0.3625,0.898525,1.8908,3.0368,110.34851097993,90.6361058346497,11.6712328767123,7.86349999915479,6.45878237798594,1.40800000046611,1.15647810671993,"VIR2_WET_CAN",0.180088769919246,0.0132638910197876,0.25003063678524,NA,5,114,62.68,6.86,10.21,20.15,0.09,37.32,30.45,"WET",10.3,9.33551890096892,0.0257531555888798,3,"WET_CAN",54.4170026962668,36.2191031383829,11.2632977574365,0.0999147672782977
"VIR3","PNSL","CAN",76.05936217,74.4479852,523,101.5392485,2.479535207,13.35,1.568,0.101,0.3125,0.39475,2.22825,3.034525,131.476253740454,134.321969535315,17.1945205479452,13.350000000401,13.6389518436558,0.326000000033921,0.333056052536395,"VIR3_WET_CAN",0.206154765865032,0.0132791016277858,0.429830302513009,NA,5,115,55.66,8.87,12.6,22.77,0.09,44.34,35.47,"WET",12.7,17.058890130985,0.0545884484191521,3,"WET_CAN",36.5488929699223,97.7730765653927,16.6380335864998,0.312873845009257
"VITT","PNM","CAN",145.9272079,158.5033023,96,149.8672425,13.27937592,10.27,2.092,0.13287,0.24,0.3713,2.0637,2.3167,68.527316762291,63.0901681850953,3.15616438356164,10.2699999990886,9.45514953476146,0.91000000007538,0.837798060185904,"VITT_DRY_CAN",0.143359146666713,0.00910522457820561,0.26287570077123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRY",NA,NA,NA,1,"DRY_CAN",47.2801161332369,15.8100520518584,4.89124974177193,0.0658752168827435
"VOCF","PNSL","CAN",83.02520523,86.80027172,215,148.6151174,6.642016418,17.9,1.541,0.08945,0.335,0.66765,4.8369,2.60205,120.445351171341,115.207012626158,7.06849315068493,17.9000000046131,17.1215037067398,0.799999999951822,0.765206869331676,"VOCF_WET_CAN",0.185606286155036,0.0107738366622764,0.343901530227338,NA,5,117,60.67,13.97,13.67,11.57,0.12,39.33,25.36,"WET",13.79,15.8870470411472,0.0474240210183499,3,"WET_CAN",69.6028811276611,45.6041314984969,8.71469478135243,0.136131735816409
